ProductKey,AlternateKey,SubcategoryKey,SubcategoryName,ProductName,Color,ListPrice,Size,ProductLine,Class,Style,ModelName,Status
240,FR-R92R-62,14,Road Frames,"HL Road Frame - Red, 62",Red,1431.5,62,R ,H ,U ,HL Road Frame,Current
241,FR-R92R-44,14,Road Frames,"HL Road Frame - Red, 44",Red,1263.4598,44,R ,H ,U ,HL Road Frame,Outdate
242,FR-R92R-44,14,Road Frames,"HL Road Frame - Red, 44",Red,1301.3636,44,R ,H ,U ,HL Road Frame,Outdate
243,FR-R92R-44,14,Road Frames,"HL Road Frame - Red, 44",Red,1431.5,44,R ,H ,U ,HL Road Frame,Current
244,FR-R92R-48,14,Road Frames,"HL Road Frame - Red, 48",Red,1263.4598,48,R ,H ,U ,HL Road Frame,Outdate
245,FR-R92R-48,14,Road Frames,"HL Road Frame - Red, 48",Red,1301.3636,48,R ,H ,U ,HL Road Frame,Outdate
246,FR-R92R-48,14,Road Frames,"HL Road Frame - Red, 48",Red,1431.5,48,R ,H ,U ,HL Road Frame,Current
247,FR-R92R-52,14,Road Frames,"HL Road Frame - Red, 52",Red,1263.4598,52,R ,H ,U ,HL Road Frame,Outdate
248,FR-R92R-52,14,Road Frames,"HL Road Frame - Red, 52",Red,1301.3636,52,R ,H ,U ,HL Road Frame,Outdate
249,FR-R92R-52,14,Road Frames,"HL Road Frame - Red, 52",Red,1431.5,52,R ,H ,U ,HL Road Frame,Current
250,FR-R92R-56,14,Road Frames,"HL Road Frame - Red, 56",Red,1263.4598,56,R ,H ,U ,HL Road Frame,Outdate
251,FR-R92R-56,14,Road Frames,"HL Road Frame - Red, 56",Red,1301.3636,56,R ,H ,U ,HL Road Frame,Outdate
252,FR-R92R-56,14,Road Frames,"HL Road Frame - Red, 56",Red,1431.5,56,R ,H ,U ,HL Road Frame,Current
253,FR-R38B-58,14,Road Frames,"LL Road Frame - Black, 58",Black,297.6346,58,R ,L ,U ,LL Road Frame,Outdate
254,FR-R38B-58,14,Road Frames,"LL Road Frame - Black, 58",Black,306.5636,58,R ,L ,U ,LL Road Frame,Outdate
255,FR-R38B-58,14,Road Frames,"LL Road Frame - Black, 58",Black,337.22,58,R ,L ,U ,LL Road Frame,Current
256,FR-R38B-60,14,Road Frames,"LL Road Frame - Black, 60",Black,297.6346,60,R ,L ,U ,LL Road Frame,Outdate
257,FR-R38B-60,14,Road Frames,"LL Road Frame - Black, 60",Black,306.5636,60,R ,L ,U ,LL Road Frame,Outdate
258,FR-R38B-60,14,Road Frames,"LL Road Frame - Black, 60",Black,337.22,60,R ,L ,U ,LL Road Frame,Current
259,FR-R38B-62,14,Road Frames,"LL Road Frame - Black, 62",Black,297.6346,62,R ,L ,U ,LL Road Frame,Outdate
260,FR-R38B-62,14,Road Frames,"LL Road Frame - Black, 62",Black,306.5636,62,R ,L ,U ,LL Road Frame,Outdate
261,FR-R38B-62,14,Road Frames,"LL Road Frame - Black, 62",Black,337.22,62,R ,L ,U ,LL Road Frame,Current
262,FR-R38R-44,14,Road Frames,"LL Road Frame - Red, 44",Red,306.5636,44,R ,L ,U ,LL Road Frame,Outdate
263,FR-R38R-44,14,Road Frames,"LL Road Frame - Red, 44",Red,337.22,44,R ,L ,U ,LL Road Frame,Outdate
264,FR-R38R-48,14,Road Frames,"LL Road Frame - Red, 48",Red,306.5636,48,R ,L ,U ,LL Road Frame,Outdate
265,FR-R38R-48,14,Road Frames,"LL Road Frame - Red, 48",Red,337.22,48,R ,L ,U ,LL Road Frame,Outdate
266,FR-R38R-52,14,Road Frames,"LL Road Frame - Red, 52",Red,306.5636,52,R ,L ,U ,LL Road Frame,Outdate
267,FR-R38R-52,14,Road Frames,"LL Road Frame - Red, 52",Red,337.22,52,R ,L ,U ,LL Road Frame,Outdate
268,FR-R38R-58,14,Road Frames,"LL Road Frame - Red, 58",Red,306.5636,58,R ,L ,U ,LL Road Frame,Outdate
269,FR-R38R-58,14,Road Frames,"LL Road Frame - Red, 58",Red,337.22,58,R ,L ,U ,LL Road Frame,Outdate
270,FR-R38R-60,14,Road Frames,"LL Road Frame - Red, 60",Red,306.5636,60,R ,L ,U ,LL Road Frame,Outdate
271,FR-R38R-60,14,Road Frames,"LL Road Frame - Red, 60",Red,337.22,60,R ,L ,U ,LL Road Frame,Outdate
272,FR-R38R-62,14,Road Frames,"LL Road Frame - Red, 62",Red,306.5636,62,R ,L ,U ,LL Road Frame,Outdate
273,FR-R38R-62,14,Road Frames,"LL Road Frame - Red, 62",Red,337.22,62,R ,L ,U ,LL Road Frame,Outdate
274,FR-R72R-44,14,Road Frames,"ML Road Frame - Red, 44",Red,594.83,44,R ,M ,U ,ML Road Frame,Outdate
275,FR-R72R-48,14,Road Frames,"ML Road Frame - Red, 48",Red,594.83,48,R ,M ,U ,ML Road Frame,Outdate
276,FR-R72R-52,14,Road Frames,"ML Road Frame - Red, 52",Red,594.83,52,R ,M ,U ,ML Road Frame,Outdate
277,FR-R72R-58,14,Road Frames,"ML Road Frame - Red, 58",Red,594.83,58,R ,M ,U ,ML Road Frame,Outdate
278,FR-R72R-60,14,Road Frames,"ML Road Frame - Red, 60",Red,594.83,60,R ,M ,U ,ML Road Frame,Outdate
279,FR-R38B-44,14,Road Frames,"LL Road Frame - Black, 44",Black,297.6346,44,R ,L ,U ,LL Road Frame,Outdate
280,FR-R38B-44,14,Road Frames,"LL Road Frame - Black, 44",Black,306.5636,44,R ,L ,U ,LL Road Frame,Outdate
281,FR-R38B-44,14,Road Frames,"LL Road Frame - Black, 44",Black,337.22,44,R ,L ,U ,LL Road Frame,Current
282,FR-R38B-48,14,Road Frames,"LL Road Frame - Black, 48",Black,297.6346,48,R ,L ,U ,LL Road Frame,Outdate
283,FR-R38B-48,14,Road Frames,"LL Road Frame - Black, 48",Black,306.5636,48,R ,L ,U ,LL Road Frame,Outdate
284,FR-R38B-48,14,Road Frames,"LL Road Frame - Black, 48",Black,337.22,48,R ,L ,U ,LL Road Frame,Current
285,FR-R38B-52,14,Road Frames,"LL Road Frame - Black, 52",Black,297.6346,52,R ,L ,U ,LL Road Frame,Outdate
286,FR-R38B-52,14,Road Frames,"LL Road Frame - Black, 52",Black,306.5636,52,R ,L ,U ,LL Road Frame,Outdate
287,FR-R38B-52,14,Road Frames,"LL Road Frame - Black, 52",Black,337.22,52,R ,L ,U ,LL Road Frame,Current
288,FR-M94S-42,12,Mountain Frames,"HL Mountain Frame - Silver, 42",Silver,1204.3248,42,M ,H ,U ,HL Mountain Frame,Outdate
289,FR-M94S-42,12,Mountain Frames,"HL Mountain Frame - Silver, 42",Silver,1240.4545,42,M ,H ,U ,HL Mountain Frame,Outdate
290,FR-M94S-42,12,Mountain Frames,"HL Mountain Frame - Silver, 42",Silver,1364.5,42,M ,H ,U ,HL Mountain Frame,Current
291,FR-M94S-44,12,Mountain Frames,"HL Mountain Frame - Silver, 44",Silver,1364.5,44,M ,H ,U ,HL Mountain Frame,Outdate
292,FR-M94S-52,12,Mountain Frames,"HL Mountain Frame - Silver, 48",Silver,1364.5,48,M ,H ,U ,HL Mountain Frame,Outdate
293,FR-M94S-46,12,Mountain Frames,"HL Mountain Frame - Silver, 46",Silver,1204.3248,46,M ,H ,U ,HL Mountain Frame,Outdate
294,FR-M94S-46,12,Mountain Frames,"HL Mountain Frame - Silver, 46",Silver,1240.4545,46,M ,H ,U ,HL Mountain Frame,Outdate
295,FR-M94S-46,12,Mountain Frames,"HL Mountain Frame - Silver, 46",Silver,1364.5,46,M ,H ,U ,HL Mountain Frame,Current
296,FR-M94B-42,12,Mountain Frames,"HL Mountain Frame - Black, 42",Black,1191.1739,42,M ,H ,U ,HL Mountain Frame,Outdate
297,FR-M94B-42,12,Mountain Frames,"HL Mountain Frame - Black, 42",Black,1226.9091,42,M ,H ,U ,HL Mountain Frame,Outdate
298,FR-M94B-42,12,Mountain Frames,"HL Mountain Frame - Black, 42",Black,1349.6,42,M ,H ,U ,HL Mountain Frame,Current
299,FR-M94B-44,12,Mountain Frames,"HL Mountain Frame - Black, 44",Black,1349.6,44,M ,H ,U ,HL Mountain Frame,Outdate
300,FR-M94B-48,12,Mountain Frames,"HL Mountain Frame - Black, 48",Black,1349.6,48,M ,H ,U ,HL Mountain Frame,Outdate
301,FR-M94B-46,12,Mountain Frames,"HL Mountain Frame - Black, 46",Black,1191.1739,46,M ,H ,U ,HL Mountain Frame,Outdate
302,FR-M94B-46,12,Mountain Frames,"HL Mountain Frame - Black, 46",Black,1226.9091,46,M ,H ,U ,HL Mountain Frame,Outdate
303,FR-M94B-46,12,Mountain Frames,"HL Mountain Frame - Black, 46",Black,1349.6,46,M ,H ,U ,HL Mountain Frame,Current
304,FR-M94B-38,12,Mountain Frames,"HL Mountain Frame - Black, 38",Black,1191.1739,38,M ,H ,U ,HL Mountain Frame,Outdate
305,FR-M94B-38,12,Mountain Frames,"HL Mountain Frame - Black, 38",Black,1226.9091,38,M ,H ,U ,HL Mountain Frame,Outdate
306,FR-M94B-38,12,Mountain Frames,"HL Mountain Frame - Black, 38",Black,1349.6,38,M ,H ,U ,HL Mountain Frame,Current
307,FR-M94S-38,12,Mountain Frames,"HL Mountain Frame - Silver, 38",Silver,1204.3248,38,M ,H ,U ,HL Mountain Frame,Outdate
308,FR-M94S-38,12,Mountain Frames,"HL Mountain Frame - Silver, 38",Silver,1240.4545,38,M ,H ,U ,HL Mountain Frame,Outdate
309,FR-M94S-38,12,Mountain Frames,"HL Mountain Frame - Silver, 38",Silver,1364.5,38,M ,H ,U ,HL Mountain Frame,Current
310,BK-R93R-62,2,Road Bikes,"Road-150 Red, 62",Red,3578.27,62,R ,H ,U ,Road-150,Outdate
311,BK-R93R-44,2,Road Bikes,"Road-150 Red, 44",Red,3578.27,44,R ,H ,U ,Road-150,Outdate
312,BK-R93R-48,2,Road Bikes,"Road-150 Red, 48",Red,3578.27,48,R ,H ,U ,Road-150,Outdate
313,BK-R93R-52,2,Road Bikes,"Road-150 Red, 52",Red,3578.27,52,R ,H ,U ,Road-150,Outdate
314,BK-R93R-56,2,Road Bikes,"Road-150 Red, 56",Red,3578.27,56,R ,H ,U ,Road-150,Outdate
315,BK-R68R-58,2,Road Bikes,"Road-450 Red, 58",Red,1457.99,58,R ,M ,U ,Road-450,Outdate
316,BK-R68R-60,2,Road Bikes,"Road-450 Red, 60",Red,1457.99,60,R ,M ,U ,Road-450,Outdate
317,BK-R68R-44,2,Road Bikes,"Road-450 Red, 44",Red,1457.99,44,R ,M ,U ,Road-450,Outdate
318,BK-R68R-48,2,Road Bikes,"Road-450 Red, 48",Red,1457.99,48,R ,M ,U ,Road-450,Outdate
319,BK-R68R-52,2,Road Bikes,"Road-450 Red, 52",Red,1457.99,52,R ,M ,U ,Road-450,Outdate
320,BK-R50R-58,2,Road Bikes,"Road-650 Red, 58",Red,699.0982,58,R ,L ,U ,Road-650,Outdate
321,BK-R50R-58,2,Road Bikes,"Road-650 Red, 58",Red,782.99,58,R ,L ,U ,Road-650,Outdate
322,BK-R50R-60,2,Road Bikes,"Road-650 Red, 60",Red,699.0982,60,R ,L ,U ,Road-650,Outdate
323,BK-R50R-60,2,Road Bikes,"Road-650 Red, 60",Red,782.99,60,R ,L ,U ,Road-650,Outdate
324,BK-R50R-62,2,Road Bikes,"Road-650 Red, 62",Red,699.0982,62,R ,L ,U ,Road-650,Outdate
325,BK-R50R-62,2,Road Bikes,"Road-650 Red, 62",Red,782.99,62,R ,L ,U ,Road-650,Outdate
326,BK-R50R-44,2,Road Bikes,"Road-650 Red, 44",Red,699.0982,44,R ,L ,U ,Road-650,Outdate
327,BK-R50R-44,2,Road Bikes,"Road-650 Red, 44",Red,782.99,44,R ,L ,U ,Road-650,Outdate
328,BK-R50R-48,2,Road Bikes,"Road-650 Red, 48",Red,699.0982,48,R ,L ,U ,Road-650,Outdate
329,BK-R50R-48,2,Road Bikes,"Road-650 Red, 48",Red,782.99,48,R ,L ,U ,Road-650,Outdate
330,BK-R50R-52,2,Road Bikes,"Road-650 Red, 52",Red,699.0982,52,R ,L ,U ,Road-650,Outdate
331,BK-R50R-52,2,Road Bikes,"Road-650 Red, 52",Red,782.99,52,R ,L ,U ,Road-650,Outdate
332,BK-R50B-58,2,Road Bikes,"Road-650 Black, 58",Black,699.0982,58,R ,L ,U ,Road-650,Outdate
333,BK-R50B-58,2,Road Bikes,"Road-650 Black, 58",Black,782.99,58,R ,L ,U ,Road-650,Outdate
334,BK-R50B-60,2,Road Bikes,"Road-650 Black, 60",Black,699.0982,60,R ,L ,U ,Road-650,Outdate
335,BK-R50B-60,2,Road Bikes,"Road-650 Black, 60",Black,782.99,60,R ,L ,U ,Road-650,Outdate
336,BK-R50B-62,2,Road Bikes,"Road-650 Black, 62",Black,699.0982,62,R ,L ,U ,Road-650,Outdate
337,BK-R50B-62,2,Road Bikes,"Road-650 Black, 62",Black,782.99,62,R ,L ,U ,Road-650,Outdate
338,BK-R50B-44,2,Road Bikes,"Road-650 Black, 44",Black,699.0982,44,R ,L ,U ,Road-650,Outdate
339,BK-R50B-44,2,Road Bikes,"Road-650 Black, 44",Black,782.99,44,R ,L ,U ,Road-650,Outdate
340,BK-R50B-48,2,Road Bikes,"Road-650 Black, 48",Black,699.0982,48,R ,L ,U ,Road-650,Outdate
341,BK-R50B-48,2,Road Bikes,"Road-650 Black, 48",Black,782.99,48,R ,L ,U ,Road-650,Outdate
342,BK-R50B-52,2,Road Bikes,"Road-650 Black, 52",Black,699.0982,52,R ,L ,U ,Road-650,Outdate
343,BK-R50B-52,2,Road Bikes,"Road-650 Black, 52",Black,782.99,52,R ,L ,U ,Road-650,Outdate
344,BK-M82S-38,1,Mountain Bikes,"Mountain-100 Silver, 38",Silver,3399.99,38,M ,H ,U ,Mountain-100,Outdate
345,BK-M82S-42,1,Mountain Bikes,"Mountain-100 Silver, 42",Silver,3399.99,42,M ,H ,U ,Mountain-100,Outdate
346,BK-M82S-44,1,Mountain Bikes,"Mountain-100 Silver, 44",Silver,3399.99,44,M ,H ,U ,Mountain-100,Outdate
347,BK-M82S-48,1,Mountain Bikes,"Mountain-100 Silver, 48",Silver,3399.99,48,M ,H ,U ,Mountain-100,Outdate
348,BK-M82B-38,1,Mountain Bikes,"Mountain-100 Black, 38",Black,3374.99,38,M ,H ,U ,Mountain-100,Outdate
349,BK-M82B-42,1,Mountain Bikes,"Mountain-100 Black, 42",Black,3374.99,42,M ,H ,U ,Mountain-100,Outdate
350,BK-M82B-44,1,Mountain Bikes,"Mountain-100 Black, 44",Black,3374.99,44,M ,H ,U ,Mountain-100,Outdate
351,BK-M82B-48,1,Mountain Bikes,"Mountain-100 Black, 48",Black,3374.99,48,M ,H ,U ,Mountain-100,Outdate
352,BK-M68S-38,1,Mountain Bikes,"Mountain-200 Silver, 38",Silver,2071.4196,38,M ,H ,U ,Mountain-200,Outdate
353,BK-M68S-38,1,Mountain Bikes,"Mountain-200 Silver, 38",Silver,2319.99,38,M ,H ,U ,Mountain-200,Current
354,BK-M68S-42,1,Mountain Bikes,"Mountain-200 Silver, 42",Silver,2071.4196,42,M ,H ,U ,Mountain-200,Outdate
355,BK-M68S-42,1,Mountain Bikes,"Mountain-200 Silver, 42",Silver,2319.99,42,M ,H ,U ,Mountain-200,Current
356,BK-M68S-46,1,Mountain Bikes,"Mountain-200 Silver, 46",Silver,2071.4196,46,M ,H ,U ,Mountain-200,Outdate
357,BK-M68S-46,1,Mountain Bikes,"Mountain-200 Silver, 46",Silver,2319.99,46,M ,H ,U ,Mountain-200,Current
358,BK-M68B-38,1,Mountain Bikes,"Mountain-200 Black, 38",Black,2049.0982,38,M ,H ,U ,Mountain-200,Outdate
359,BK-M68B-38,1,Mountain Bikes,"Mountain-200 Black, 38",Black,2294.99,38,M ,H ,U ,Mountain-200,Current
360,BK-M68B-42,1,Mountain Bikes,"Mountain-200 Black, 42",Black,2049.0982,42,M ,H ,U ,Mountain-200,Outdate
361,BK-M68B-42,1,Mountain Bikes,"Mountain-200 Black, 42",Black,2294.99,42,M ,H ,U ,Mountain-200,Current
362,BK-M68B-46,1,Mountain Bikes,"Mountain-200 Black, 46",Black,2049.0982,46,M ,H ,U ,Mountain-200,Outdate
363,BK-M68B-46,1,Mountain Bikes,"Mountain-200 Black, 46",Black,2294.99,46,M ,H ,U ,Mountain-200,Current
364,BK-M47B-38,1,Mountain Bikes,"Mountain-300 Black, 38",Black,1079.99,38,M ,M ,U ,Mountain-300,Outdate
365,BK-M47B-40,1,Mountain Bikes,"Mountain-300 Black, 40",Black,1079.99,40,M ,M ,U ,Mountain-300,Outdate
366,BK-M47B-44,1,Mountain Bikes,"Mountain-300 Black, 44",Black,1079.99,44,M ,M ,U ,Mountain-300,Outdate
367,BK-M47B-48,1,Mountain Bikes,"Mountain-300 Black, 48",Black,1079.99,48,M ,M ,U ,Mountain-300,Outdate
368,BK-R89R-44,2,Road Bikes,"Road-250 Red, 44",Red,2443.35,44,R ,H ,U ,Road-250,Outdate
369,BK-R89R-48,2,Road Bikes,"Road-250 Red, 48",Red,2443.35,48,R ,H ,U ,Road-250,Outdate
370,BK-R89R-52,2,Road Bikes,"Road-250 Red, 52",Red,2443.35,52,R ,H ,U ,Road-250,Outdate
371,BK-R89R-58,2,Road Bikes,"Road-250 Red, 58",Red,2181.5625,58,R ,H ,U ,Road-250,Outdate
372,BK-R89R-58,2,Road Bikes,"Road-250 Red, 58",Red,2443.35,58,R ,H ,U ,Road-250,Current
373,BK-R89B-44,2,Road Bikes,"Road-250 Black, 44",Black,2181.5625,44,R ,H ,U ,Road-250,Outdate
374,BK-R89B-44,2,Road Bikes,"Road-250 Black, 44",Black,2443.35,44,R ,H ,U ,Road-250,Current
375,BK-R89B-48,2,Road Bikes,"Road-250 Black, 48",Black,2181.5625,48,R ,H ,U ,Road-250,Outdate
376,BK-R89B-48,2,Road Bikes,"Road-250 Black, 48",Black,2443.35,48,R ,H ,U ,Road-250,Current
377,BK-R89B-52,2,Road Bikes,"Road-250 Black, 52",Black,2181.5625,52,R ,H ,U ,Road-250,Outdate
378,BK-R89B-52,2,Road Bikes,"Road-250 Black, 52",Black,2443.35,52,R ,H ,U ,Road-250,Current
379,BK-R89B-58,2,Road Bikes,"Road-250 Black, 58",Black,2181.5625,58,R ,H ,U ,Road-250,Outdate
380,BK-R89B-58,2,Road Bikes,"Road-250 Black, 58",Black,2443.35,58,R ,H ,U ,Road-250,Current
381,BK-R64Y-38,2,Road Bikes,"Road-550-W Yellow, 38",Yellow,1000.4375,38,R ,M ,W ,Road-550-W,Outdate
382,BK-R64Y-38,2,Road Bikes,"Road-550-W Yellow, 38",Yellow,1120.49,38,R ,M ,W ,Road-550-W,Current
383,BK-R64Y-40,2,Road Bikes,"Road-550-W Yellow, 40",Yellow,1000.4375,40,R ,M ,W ,Road-550-W,Outdate
384,BK-R64Y-40,2,Road Bikes,"Road-550-W Yellow, 40",Yellow,1120.49,40,R ,M ,W ,Road-550-W,Current
385,BK-R64Y-42,2,Road Bikes,"Road-550-W Yellow, 42",Yellow,1000.4375,42,R ,M ,W ,Road-550-W,Outdate
386,BK-R64Y-42,2,Road Bikes,"Road-550-W Yellow, 42",Yellow,1120.49,42,R ,M ,W ,Road-550-W,Current
387,BK-R64Y-44,2,Road Bikes,"Road-550-W Yellow, 44",Yellow,1000.4375,44,R ,M ,W ,Road-550-W,Outdate
388,BK-R64Y-44,2,Road Bikes,"Road-550-W Yellow, 44",Yellow,1120.49,44,R ,M ,W ,Road-550-W,Current
389,BK-R64Y-48,2,Road Bikes,"Road-550-W Yellow, 48",Yellow,1000.4375,48,R ,M ,W ,Road-550-W,Outdate
390,BK-R64Y-48,2,Road Bikes,"Road-550-W Yellow, 48",Yellow,1120.49,48,R ,M ,W ,Road-550-W,Current
391,FK-1639,10,Forks,LL Fork,NA,148.22,NULL,NULL,L ,NULL,LL Fork,Outdate
392,FK-5136,10,Forks,ML Fork,NA,175.49,NULL,NULL,M ,NULL,ML Fork,Outdate
393,FK-9939,10,Forks,HL Fork,NA,229.49,NULL,NULL,H ,NULL,HL Fork,Outdate
394,HS-0296,11,Headsets,LL Headset,NA,34.2,NULL,NULL,L ,NULL,LL Headset,Outdate
395,HS-2451,11,Headsets,ML Headset,NA,102.29,NULL,NULL,M ,NULL,ML Headset,Outdate
396,HS-3479,11,Headsets,HL Headset,NA,124.73,NULL,NULL,H ,NULL,HL Headset,Outdate
397,HB-M243,4,Handlebars,LL Mountain Handlebars,NA,40.4909,NULL,M ,L ,NULL,LL Mountain Handlebars,Outdate
398,HB-M243,4,Handlebars,LL Mountain Handlebars,NA,44.54,NULL,M ,L ,NULL,LL Mountain Handlebars,Current
399,HB-M763,4,Handlebars,ML Mountain Handlebars,NA,56.2909,NULL,M ,M ,NULL,ML Mountain Handlebars,Outdate
400,HB-M763,4,Handlebars,ML Mountain Handlebars,NA,61.92,NULL,M ,M ,NULL,ML Mountain Handlebars,Current
401,HB-M918,4,Handlebars,HL Mountain Handlebars,NA,109.3364,NULL,M ,H ,NULL,HL Mountain Handlebars,Outdate
402,HB-M918,4,Handlebars,HL Mountain Handlebars,NA,120.27,NULL,M ,H ,NULL,HL Mountain Handlebars,Current
403,HB-R504,4,Handlebars,LL Road Handlebars,NA,40.4909,NULL,R ,L ,NULL,LL Road Handlebars,Outdate
404,HB-R504,4,Handlebars,LL Road Handlebars,NA,44.54,NULL,R ,L ,NULL,LL Road Handlebars,Current
405,HB-R720,4,Handlebars,ML Road Handlebars,NA,56.2909,NULL,R ,M ,NULL,ML Road Handlebars,Outdate
406,HB-R720,4,Handlebars,ML Road Handlebars,NA,61.92,NULL,R ,M ,NULL,ML Road Handlebars,Current
407,HB-R956,4,Handlebars,HL Road Handlebars,NA,109.3364,NULL,R ,H ,NULL,HL Road Handlebars,Outdate
408,HB-R956,4,Handlebars,HL Road Handlebars,NA,120.27,NULL,R ,H ,NULL,HL Road Handlebars,Current
409,FR-M63B-38,12,Mountain Frames,"ML Mountain Frame - Black, 38",Black,348.76,38,M ,M ,U ,ML Mountain Frame-W,Outdate
410,FW-M423,17,Wheels,LL Mountain Front Wheel,Black,60.745,NULL,M ,L ,NULL,LL Mountain Front Wheel,Outdate
411,FW-M762,17,Wheels,ML Mountain Front Wheel,Black,209.025,NULL,M ,M ,NULL,ML Mountain Front Wheel,Outdate
412,FW-M928,17,Wheels,HL Mountain Front Wheel,Black,300.215,NULL,M ,H ,NULL,HL Mountain Front Wheel,Outdate
413,FW-R623,17,Wheels,LL Road Front Wheel,Black,85.565,NULL,R ,L ,NULL,LL Road Front Wheel,Outdate
414,FW-R762,17,Wheels,ML Road Front Wheel,Black,248.385,NULL,R ,M ,NULL,ML Road Front Wheel,Outdate
415,FW-R820,17,Wheels,HL Road Front Wheel,Black,330.06,NULL,R ,H ,NULL,HL Road Front Wheel,Outdate
416,FW-T905,17,Wheels,Touring Front Wheel,Black,218.01,NULL,T ,NULL,NULL,Touring Front Wheel,Outdate
417,FR-R72Y-38,14,Road Frames,"ML Road Frame-W - Yellow, 38",Yellow,540.7545,38,R ,M ,W ,ML Road Frame-W,Outdate
418,FR-R72Y-38,14,Road Frames,"ML Road Frame-W - Yellow, 38",Yellow,594.83,38,R ,M ,W ,ML Road Frame-W,Current
419,RW-M423,17,Wheels,LL Mountain Rear Wheel,Black,87.745,NULL,M ,L ,NULL,LL Mountain Rear Wheel,Outdate
420,RW-M762,17,Wheels,ML Mountain Rear Wheel,Black,236.025,NULL,M ,M ,NULL,ML Mountain Rear Wheel,Outdate
421,RW-M928,17,Wheels,HL Mountain Rear Wheel,Black,327.215,NULL,M ,H ,NULL,HL Mountain Rear Wheel,Outdate
422,RW-R623,17,Wheels,LL Road Rear Wheel,Black,112.565,NULL,R ,L ,NULL,LL Road Rear Wheel,Outdate
423,RW-R762,17,Wheels,ML Road Rear Wheel,Black,275.385,NULL,R ,M ,NULL,ML Road Rear Wheel,Outdate
424,RW-R820,17,Wheels,HL Road Rear Wheel,Black,357.06,NULL,R ,H ,NULL,HL Road Rear Wheel,Outdate
425,RW-T905,17,Wheels,Touring Rear Wheel,Black,245.01,NULL,T ,NULL,NULL,Touring Rear Wheel,Outdate
426,FR-M63B-40,12,Mountain Frames,"ML Mountain Frame - Black, 40",Black,348.76,40,M ,M ,U ,ML Mountain Frame,Outdate
427,FR-M63B-44,12,Mountain Frames,"ML Mountain Frame - Black, 44",Black,348.76,44,M ,M ,U ,ML Mountain Frame,Outdate
428,FR-M63B-48,12,Mountain Frames,"ML Mountain Frame - Black, 48",Black,348.76,48,M ,M ,U ,ML Mountain Frame,Outdate
429,FR-R72Y-40,14,Road Frames,"ML Road Frame-W - Yellow, 40",Yellow,540.7545,40,R ,M ,W ,ML Road Frame-W,Outdate
430,FR-R72Y-40,14,Road Frames,"ML Road Frame-W - Yellow, 40",Yellow,594.83,40,R ,M ,W ,ML Road Frame-W,Current
431,FR-R72Y-42,14,Road Frames,"ML Road Frame-W - Yellow, 42",Yellow,540.7545,42,R ,M ,W ,ML Road Frame-W,Outdate
432,FR-R72Y-42,14,Road Frames,"ML Road Frame-W - Yellow, 42",Yellow,594.83,42,R ,M ,W ,ML Road Frame-W,Current
433,FR-R72Y-44,14,Road Frames,"ML Road Frame-W - Yellow, 44",Yellow,540.7545,44,R ,M ,W ,ML Road Frame-W,Outdate
434,FR-R72Y-44,14,Road Frames,"ML Road Frame-W - Yellow, 44",Yellow,594.83,44,R ,M ,W ,ML Road Frame-W,Current
435,FR-R72Y-48,14,Road Frames,"ML Road Frame-W - Yellow, 48",Yellow,540.7545,48,R ,M ,W ,ML Road Frame-W,Outdate
436,FR-R72Y-48,14,Road Frames,"ML Road Frame-W - Yellow, 48",Yellow,594.83,48,R ,M ,W ,ML Road Frame-W,Current
437,FR-R92B-62,14,Road Frames,"HL Road Frame - Black, 62",Black,1301.3636,62,R ,H ,U ,HL Road Frame,Outdate
438,FR-R92B-62,14,Road Frames,"HL Road Frame - Black, 62",Black,1431.5,62,R ,H ,U ,HL Road Frame,Current
439,FR-R92B-44,14,Road Frames,"HL Road Frame - Black, 44",Black,1301.3636,44,R ,H ,U ,HL Road Frame,Outdate
440,FR-R92B-44,14,Road Frames,"HL Road Frame - Black, 44",Black,1431.5,44,R ,H ,U ,HL Road Frame,Current
441,FR-R92B-48,14,Road Frames,"HL Road Frame - Black, 48",Black,1301.3636,48,R ,H ,U ,HL Road Frame,Outdate
442,FR-R92B-48,14,Road Frames,"HL Road Frame - Black, 48",Black,1431.5,48,R ,H ,U ,HL Road Frame,Current
443,FR-R92B-52,14,Road Frames,"HL Road Frame - Black, 52",Black,1301.3636,52,R ,H ,U ,HL Road Frame,Outdate
444,FR-R92B-52,14,Road Frames,"HL Road Frame - Black, 52",Black,1431.5,52,R ,H ,U ,HL Road Frame,Current
445,SH-M897-S,22,Shorts,"Men's Sports Shorts, S",Black,59.99,S,S ,NULL,M ,Men's Sports Shorts,Outdate
446,PA-T100,35,Panniers,"Touring-Panniers, Large",Grey,125,NULL,T ,NULL,NULL,Touring-Panniers,Outdate
447,LO-C100,34,Locks,Cable Lock,NA,25,NULL,S ,NULL,NULL,Cable Lock,Outdate
448,PU-0452,36,Pumps,Minipump,NA,19.99,NULL,S ,NULL,NULL,Minipump,Outdate
449,PU-M044,36,Pumps,Mountain Pump,NA,24.99,NULL,M ,NULL,NULL,Mountain Pump,Outdate
450,LT-T990,33,Lights,Taillights - Battery-Powered,NA,13.99,NULL,R ,NULL,NULL,Taillight,Outdate
451,LT-H902,33,Lights,Headlights - Dual-Beam,NA,34.99,NULL,R ,NULL,NULL,Headlights - Dual-Beam,Outdate
452,LT-H903,33,Lights,Headlights - Weatherproof,NA,44.99,NULL,R ,NULL,NULL,Headlights - Weatherproof,Outdate
